Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
5.22,Gamblers,Tick,0,80,-80,80,127500,128000,885,-6885,9115,OK
5.5,TraderOne,Tick,20,37,-17,17,127500,128000,39,1961,5361,OK
5.5,Gamblers,Tick,0,80,-80,80,127500,128000,885,-6885,9115,OK
5.75,TraderOne,Tick,20,37,-17,17,127500,128000,39,1961,5361,OK
5.75,Gamblers,Tick,0,80,-80,80,127500,128000,885,-6885,9115,OK
5.97,TraderOne,Tick,20,37,-17,17,127500,128000,39,1961,5361,OK
5.97,Gamblers,Tick,0,80,-80,80,127500,128000,885,-6885,9115,OK
6.22,TraderOne,Tick,30,37,-7,7,128100,128000,-89,-911,-1611,OK
6.22,Gamblers,Tick,0,80,-80,80,128100,128000,885,-6885,-14885,OK
6.562,TraderOne,Tick,40,37,3,-3,127200,128000,-178,-1722,-2322,OK
6.562,Gamblers,Tick,5,80,-75,75,127200,128000,821,-4321,10679,OK
6.688,TraderOne,Tick,40,37,3,-3,127200,127700,-178,-1722,-2322,OK
6.688,Gamblers,Tick,5,80,-75,75,127200,127700,821,-4321,10679,OK
6.938,TraderOne,Tick,40,47,-7,7,128200,127700,-306,-1594,-2994,OK
6.938,Gamblers,Tick,5,80,-75,75,128200,127700,821,-4321,-19321,OK
7.312,TraderOne,Tick,50,47,3,-3,127700,127600,-434,-4466,-4166,OK
7.312,Gamblers,Tick,5,80,-75,75,127700,127600,821,-4321,-11821,OK
7.532,TraderOne,Tick,60,47,13,-13,127300,127600,-179,-3721,-6321,OK
7.532,Gamblers,Tick,5,80,-75,75,127300,127600,821,-4321,10679,OK
7.782,TraderOne,Tick,70,47,23,-23,127300,127600,76,-1976,-6576,OK
7.782,Gamblers,Tick,5,80,-75,75,127300,127600,821,-4321,10679,OK
7.97,TraderOne,Tick,80,47,33,-33,127200,127600,330,1770,-4830,OK
7.97,Gamblers,Tick,5,80,-75,75,127200,127600,821,-4321,10679,OK
8.25,TraderOne,Tick,90,47,43,-43,127200,127600,584,4516,-4084,OK
8.25,Gamblers,Tick,5,80,-75,75,127200,127600,821,-4321,10679,OK
8.47,TraderOne,Tick,90,47,43,-43,127200,127400,584,4516,-4084,OK
8.47,Gamblers,Tick,5,80,-75,75,127200,127400,821,-4321,10679,OK
8.75,TraderOne,Tick,90,47,43,-43,127200,127400,584,4516,-4084,OK
8.75,Gamblers,Tick,5,80,-75,75,127200,127400,821,-4321,10679,OK
9.032,TraderOne,Tick,100,47,53,-53,127200,127400,838,8262,-2338,OK
9.032,Gamblers,Tick,5,80,-75,75,127200,127400,821,-4321,10679,OK
9.22,TraderOne,Tick,100,47,53,-53,127200,127800,838,8262,-2338,OK
9.22,Gamblers,Tick,5,80,-75,75,127200,127800,821,-4321,10679,OK
9.47,TraderOne,Tick,100,47,53,-53,127200,127800,838,8262,-2338,OK
9.47,Gamblers,Tick,5,80,-75,75,127200,127800,821,-4321,10679,OK
9.72,TraderOne,Tick,110,57,53,-43,127000,127800,965,-1266865,535,OK
9.72,Gamblers,Tick,25,80,-55,75,127000,127800,567,-2544067,22933,OK
10.032,TraderOne,Tick,110,57,53,-53,127000,127500,965,9135,-1465,OK
10.032,Gamblers,Tick,25,80,-55,55,127000,127500,567,7933,18933,OK
10.188,TraderOne,Tick,110,67,43,-43,127000,127500,1219,3881,-4719,OK
10.188,Gamblers,Tick,35,80,-45,45,127000,127500,440,12060,21060,OK
10.532,TraderOne,Tick,120,67,53,-43,126900,127500,1092,-1265992,-1592,OK
10.532,Gamblers,Tick,35,80,-45,45,126900,127500,440,12060,21060,OK
10.812,TraderOne,Tick,120,67,53,-53,126900,127500,1092,8008,-2592,OK
10.812,Gamblers,Tick,35,80,-45,45,126900,127500,440,12060,21060,OK
11.0,TraderOne,Tick,120,77,43,-43,127300,127500,965,3135,-5465,OK
11.0,Gamblers,Tick,35,80,-45,45,127300,127500,440,12060,21060,OK
11.282,TraderOne,Tick,120,87,33,-33,127900,127600,838,-1738,4862,OK
11.282,Gamblers,Tick,35,100,-65,65,127900,127600,185,10315,-2685,OK
11.47,TraderOne,Tick,120,87,33,-33,127900,127600,838,-1738,4862,OK
11.47,Gamblers,Tick,35,100,-65,65,127900,127600,185,10315,-2685,OK
11.75,TraderOne,Tick,120,87,33,-33,127900,127600,838,-1738,4862,OK
11.75,Gamblers,Tick,35,100,-65,65,127900,127600,185,10315,-2685,OK
11.97,TraderOne,Tick,120,87,33,-33,127900,127600,838,-1738,4862,OK
11.97,Gamblers,Tick,35,100,-65,65,127900,127600,185,10315,-2685,OK
12.22,TraderOne,Tick,120,87,33,-33,127900,127600,838,-1738,4862,OK
12.22,Gamblers,Tick,35,100,-65,65,127900,127600,185,10315,-2685,OK
12.532,TraderOne,Tick,120,87,33,-33,127900,127700,838,-1738,4862,OK
12.532,Gamblers,Tick,35,100,-65,65,127900,127700,185,10315,-2685,OK
12.688,TraderOne,Tick,120,87,33,-33,127900,127700,838,-1738,4862,OK
12.688,Gamblers,Tick,35,100,-65,65,127900,127700,185,10315,-2685,OK
12.97,TraderOne,Tick,120,96,24,-24,127500,127700,723,-4323,-9123,OK
12.97,Gamblers,Tick,35,100,-65,65,127500,127700,185,10315,23315,OK
13.282,TraderOne,Tick,120,96,24,-24,127500,127700,723,-4323,-9123,OK
13.282,Gamblers,Tick,35,100,-65,65,127500,127700,185,10315,23315,OK
13.532,TraderOne,Tick,120,106,14,-24,128200,127700,595,1270805,-3395,OK
13.532,Gamblers,Tick,35,100,-65,65,128200,127700,185,10315,-2685,OK
13.782,TraderOne,Tick,120,106,14,-14,128200,127700,595,-6195,-3395,OK
13.782,Gamblers,Tick,35,100,-65,65,128200,127700,185,10315,-2685,OK
13.97,TraderOne,Tick,120,116,4,-4,128200,127700,467,-7067,-6267,OK
13.97,Gamblers,Tick,35,100,-65,65,128200,127700,185,10315,-2685,OK
14.282,TraderOne,Tick,120,116,4,-4,128200,127600,467,-7067,-6267,OK
14.282,Gamblers,Tick,35,100,-65,65,128200,127600,185,10315,-2685,OK
14.47,TraderOne,Tick,120,116,4,-4,128200,127600,467,-7067,-6267,OK
14.47,Gamblers,Tick,35,100,-65,65,128200,127600,185,10315,-2685,OK
14.72,TraderOne,Tick,120,116,4,-4,128200,127600,467,-7067,-6267,OK
14.72,Gamblers,Tick,35,100,-65,65,128200,127600,185,10315,-2685,OK
15.032,TraderOne,Tick,120,126,-6,6,128000,127600,339,-6939,-8139,OK
15.032,Gamblers,Tick,35,100,-65,65,128000,127600,185,10315,-2685,OK
15.25,TraderOne,Tick,120,126,-6,6,128000,127600,339,-6939,-8139,OK
15.25,Gamblers,Tick,35,100,-65,65,128000,127600,185,10315,-2685,OK
15.5,TraderOne,Tick,120,136,-16,16,128300,127600,211,-7811,-11011,OK
15.5,Gamblers,Tick,35,100,-65,65,128300,127600,185,10315,-2685,OK
15.72,TraderOne,Tick,120,136,-16,16,128300,127600,211,-7811,-11011,OK
15.72,Gamblers,Tick,35,100,-65,65,128300,127600,185,10315,-2685,OK
15.97,TraderOne,Tick,120,136,-16,16,128300,127600,211,-7811,-11011,OK
15.97,Gamblers,Tick,35,100,-65,65,128300,127600,185,10315,-2685,OK
16.22,TraderOne,Tick,120,136,-16,16,128300,127600,211,-7811,-11011,OK
16.22,Gamblers,Tick,35,100,-65,65,128300,127600,185,10315,-2685,OK
16.5,TraderOne,Tick,120,136,-16,16,128300,127600,211,-7811,-11011,OK
16.5,Gamblers,Tick,35,100,-65,65,128300,127600,185,10315,-2685,OK
16.72,TraderOne,Tick,120,146,-26,16,128100,127600,83,1269317,-11883,OK
16.72,Gamblers,Tick,35,100,-65,65,128100,127600,185,10315,-2685,OK
17.0,TraderOne,Tick,120,146,-26,26,128100,127600,83,-5683,-10883,OK
17.0,Gamblers,Tick,35,100,-65,65,128100,127600,185,10315,-2685,OK
17.282,TraderOne,Tick,120,146,-26,26,128100,127600,83,-5683,-10883,OK
17.282,Gamblers,Tick,35,100,-65,65,128100,127600,185,10315,-2685,OK
17.47,TraderOne,Tick,120,146,-26,26,128100,127700,83,-5683,-10883,OK
17.47,Gamblers,Tick,35,100,-65,65,128100,127700,185,10315,-2685,OK
17.782,TraderOne,Tick,120,146,-26,26,128100,127700,83,-5683,-10883,OK
17.782,Gamblers,Tick,35,100,-65,65,128100,127700,185,10315,-2685,OK
18.0,TraderOne,Tick,120,146,-26,26,128100,127800,83,-5683,-10883,OK
18.0,Gamblers,Tick,35,100,-65,65,128100,127800,185,10315,-2685,OK
18.188,TraderOne,Tick,120,146,-26,26,128100,127800,83,-5683,-10883,OK
18.188,Gamblers,Tick,35,100,-65,65,128100,127800,185,10315,-2685,OK
18.594,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
18.594,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
18.72,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
18.72,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
19.032,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
19.032,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
19.22,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
19.22,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
19.532,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
19.532,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
19.75,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
19.75,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
20.032,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
20.032,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
20.25,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
20.25,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
20.532,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
20.532,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
20.75,TraderOne,Tick,130,146,-16,16,127500,128000,-45,-7555,-4355,OK
20.75,Gamblers,Tick,35,100,-65,65,127500,128000,185,10315,23315,OK
21.062,TraderOne,Tick,130,146,-16,16,127500,128100,-45,-7555,-4355,OK
21.062,Gamblers,Tick,35,100,-65,65,127500,128100,185,10315,23315,OK
21.22,TraderOne,Tick,140,146,-6,6,128400,128100,212,-8812,-10012,OK
21.22,Gamblers,Tick,35,100,-65,65,128400,128100,185,10315,-2685,OK
21.438,TraderOne,Tick,140,146,-6,6,128400,128100,212,-8812,-10012,OK
21.438,Gamblers,Tick,35,100,-65,65,128400,128100,185,10315,-2685,OK
21.782,TraderOne,Tick,140,146,-6,6,128400,128100,212,-8812,-10012,OK
21.782,Gamblers,Tick,35,100,-65,65,128400,128100,185,10315,-2685,OK
21.97,TraderOne,Tick,150,146,4,-4,127600,128100,84,-9684,-10484,OK
21.97,Gamblers,Tick,55,100,-45,45,127600,128100,-70,20570,29570,OK
22.25,TraderOne,Tick,150,146,4,-4,127600,128100,84,-9684,-10484,OK
22.25,Gamblers,Tick,55,100,-45,45,127600,128100,-70,20570,29570,OK
22.47,TraderOne,Tick,150,146,4,-4,127600,128100,84,-9684,-10484,OK
22.47,Gamblers,Tick,55,100,-45,45,127600,128100,-70,20570,29570,OK
22.782,TraderOne,Tick,150,146,4,-4,127600,128100,84,-9684,-10484,OK
22.782,Gamblers,Tick,55,100,-45,45,127600,128100,-70,20570,29570,OK
23.032,TraderOne,Tick,160,146,14,-14,128000,128100,-44,-10556,-11956,OK
23.032,Gamblers,Tick,55,110,-55,55,128000,128100,186,20314,25814,OK
23.282,TraderOne,Tick,160,156,4,-4,127800,128100,-172,-11428,-12228,OK
23.282,Gamblers,Tick,55,110,-55,55,127800,128100,186,20314,31314,OK
23.47,TraderOne,Tick,160,166,-6,6,128200,127700,84,-8684,-9884,OK
23.47,Gamblers,Tick,55,110,-55,55,128200,127700,186,20314,9314,OK
23.72,TraderOne,Tick,160,167,-7,7,128200,127700,110,-8210,-9610,OK
23.72,Gamblers,Tick,55,110,-55,55,128200,127700,186,20314,9314,OK
23.97,TraderOne,Tick,160,167,-7,7,128200,127700,110,-8210,-9610,OK
23.97,Gamblers,Tick,55,110,-55,55,128200,127700,186,20314,9314,OK
24.22,TraderOne,Tick,160,167,-7,7,128200,127600,110,-8210,-9610,OK
24.22,Gamblers,Tick,55,110,-55,55,128200,127600,186,20314,9314,OK
24.438,TraderOne,Tick,160,167,-7,7,128200,127600,110,-8210,-9610,OK
24.438,Gamblers,Tick,55,110,-55,55,128200,127600,186,20314,9314,OK
24.782,TraderOne,Tick,170,167,3,-3,127500,127600,-18,-9082,-9382,OK
24.782,Gamblers,Tick,55,110,-55,55,127500,127600,186,20314,25814,OK
24.938,TraderOne,Tick,170,167,3,-3,127500,127600,-18,-9082,-9382,OK
24.938,Gamblers,Tick,55,110,-55,55,127500,127600,186,20314,25814,OK
25.22,TraderOne,Tick,170,167,3,-3,127500,127700,-18,-9082,-9682,OK
25.22,Gamblers,Tick,55,110,-55,55,127500,127700,186,20314,31314,OK
25.47,TraderOne,Tick,170,167,3,-3,127500,127700,-18,-9082,-9682,OK
25.47,Gamblers,Tick,55,110,-55,55,127500,127700,186,20314,31314,OK
25.72,TraderOne,Tick,170,167,3,-3,127500,127700,-18,-9082,-9682,OK
25.72,Gamblers,Tick,55,110,-55,55,127500,127700,186,20314,31314,OK
25.97,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
25.97,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
26.188,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
26.188,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
26.47,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
26.47,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
26.812,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
26.812,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
27.032,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
27.032,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
27.22,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
27.22,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
27.5,TraderOne,Tick,170,177,-7,7,128500,127700,-146,-8954,-10354,OK
27.5,Gamblers,Tick,55,110,-55,55,128500,127700,186,20314,9314,OK
27.72,TraderOne,Tick,180,177,3,-3,127900,127700,-274,-9826,-9226,OK
27.72,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
28.0,TraderOne,Tick,180,177,3,-3,127900,127700,-274,-9826,-9226,OK
28.0,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
28.22,TraderOne,Tick,180,177,3,-3,127900,127700,-274,-9826,-9226,OK
28.22,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
28.5,TraderOne,Tick,190,177,13,-13,127900,127700,-18,-10082,-7482,OK
28.5,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
28.72,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
28.72,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
28.97,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
28.97,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
29.25,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
29.25,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
29.532,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
29.532,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
29.812,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
29.812,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
30.032,TraderOne,Tick,200,177,23,-23,127900,127700,238,-8338,-3738,OK
30.032,Gamblers,Tick,55,110,-55,55,127900,127700,186,20314,9314,OK
30.25,TraderOne,Tick,210,177,33,-25,127700,127700,187,-1031887,-10287,OK
30.25,Gamblers,Tick,64,110,-46,55,127700,127700,71,-1128871,20429,OK
30.47,TraderOne,Tick,210,177,33,-33,127700,127700,187,-7087,-7087,OK
30.47,Gamblers,Tick,64,110,-46,46,127700,127700,71,24029,24029,OK
30.75,TraderOne,Tick,210,177,33,-33,127700,127700,187,-7087,-7087,OK
30.75,Gamblers,Tick,64,110,-46,46,127700,127700,71,24029,24029,OK
30.97,TraderOne,Tick,210,177,33,-33,127700,127700,187,-7087,-7087,OK
30.97,Gamblers,Tick,64,110,-46,46,127700,127700,71,24029,24029,OK
31.312,TraderOne,Tick,210,187,23,-23,128100,127700,59,-9959,-5359,OK
31.312,Gamblers,Tick,64,124,-60,60,128100,127700,-108,24208,12208,OK
31.532,TraderOne,Tick,210,187,23,-23,128100,127800,59,-9959,-5359,OK
31.532,Gamblers,Tick,64,124,-60,60,128100,127800,-108,24208,12208,OK
31.782,TraderOne,Tick,210,187,23,-23,128100,127800,59,-9959,-5359,OK
31.782,Gamblers,Tick,64,124,-60,60,128100,127800,-108,24208,12208,OK
32.0,TraderOne,Tick,210,197,13,-13,127500,127800,314,-12214,-14814,OK
32.0,Gamblers,Tick,64,124,-60,60,127500,127800,-108,24208,36208,OK
32.22,TraderOne,Tick,210,197,13,-13,127500,127800,314,-12214,-14814,OK
32.22,Gamblers,Tick,64,124,-60,60,127500,127800,-108,24208,36208,OK
32.47,TraderOne,Tick,210,207,3,-3,127500,127500,569,-13469,-13469,OK
32.47,Gamblers,Tick,64,126,-62,62,127500,127500,-57,23957,23957,OK
32.75,TraderOne,Tick,220,207,13,-13,127200,127500,442,-13342,-15942,OK
32.75,Gamblers,Tick,64,126,-62,62,127200,127500,-57,23957,36357,OK
33.0,TraderOne,Tick,220,207,13,-13,127200,127400,442,-13342,-15942,OK
33.0,Gamblers,Tick,64,126,-62,62,127200,127400,-57,23957,36357,OK
33.25,TraderOne,Tick,230,207,23,-23,127200,127100,315,-13215,-10915,OK
33.25,Gamblers,Tick,64,126,-62,62,127200,127100,-57,23957,17757,OK
33.47,TraderOne,Tick,230,217,13,-13,127200,127100,569,-13469,-12169,OK
33.47,Gamblers,Tick,64,126,-62,62,127200,127100,-57,23957,17757,OK
33.75,TraderOne,Tick,230,227,3,-3,127200,127100,823,-13723,-13423,OK
33.75,Gamblers,Tick,64,126,-62,62,127200,127100,-57,23957,17757,OK
34.062,TraderOne,Tick,230,237,-7,7,127200,127200,1077,-12977,-12977,OK
34.062,Gamblers,Tick,64,126,-62,62,127200,127200,-57,23957,23957,OK
34.22,TraderOne,Tick,230,237,-7,7,127200,127200,1077,-12977,-12977,OK
34.22,Gamblers,Tick,64,126,-62,62,127200,127200,-57,23957,23957,OK
34.438,TraderOne,Tick,240,237,3,-3,127100,127200,950,-15850,-16150,OK
34.438,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
34.72,TraderOne,Tick,240,237,3,-3,127100,127200,950,-15850,-16150,OK
34.72,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
34.938,TraderOne,Tick,240,237,3,-3,127100,127200,950,-15850,-16150,OK
34.938,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
35.312,TraderOne,Tick,240,237,3,-3,127000,127200,950,-15850,-16450,OK
35.312,Gamblers,Tick,64,126,-62,62,127000,127200,-57,23957,36357,OK
35.594,TraderOne,Tick,250,237,13,-13,127100,127200,1204,-16104,-17404,OK
35.594,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
35.812,TraderOne,Tick,251,237,14,-14,127100,127200,1229,-16029,-17429,OK
35.812,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
36.032,TraderOne,Tick,251,237,14,-14,127100,127200,1229,-16029,-17429,OK
36.032,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
36.22,TraderOne,Tick,251,237,14,-14,127100,127200,1229,-16029,-17429,OK
36.22,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
36.5,TraderOne,Tick,251,237,14,-14,127100,127200,1229,-16029,-17429,OK
36.5,Gamblers,Tick,64,126,-62,62,127100,127200,-57,23957,30157,OK
36.72,TraderOne,Tick,251,237,14,-14,127100,127500,1229,-16029,-18829,OK
36.72,Gamblers,Tick,64,126,-62,62,127100,127500,-57,23957,36357,OK
36.938,TraderOne,Tick,251,237,14,-14,127100,127500,1229,-16029,-18829,OK
36.938,Gamblers,Tick,64,126,-62,62,127100,127500,-57,23957,36357,OK
37.312,TraderOne,Tick,251,237,14,-14,127100,127500,1229,-16029,-18829,OK
37.312,Gamblers,Tick,64,126,-62,62,127100,127500,-57,23957,36357,OK
37.47,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
37.47,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
37.782,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
37.782,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
38.032,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
38.032,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
38.22,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
38.22,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
38.532,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
38.532,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
38.782,TraderOne,Tick,254,237,17,-17,127400,127500,1305,-15505,-17205,OK
38.782,Gamblers,Tick,64,126,-62,62,127400,127500,-57,23957,30157,OK
38.97,TraderOne,Tick,254,237,17,-17,127400,127600,1305,-15505,-18905,OK
38.97,Gamblers,Tick,64,126,-62,62,127400,127600,-57,23957,36357,OK
39.25,TraderOne,Tick,254,237,17,-17,127400,127600,1305,-15505,-18905,OK
39.25,Gamblers,Tick,64,126,-62,62,127400,127600,-57,23957,36357,OK
39.532,TraderOne,Tick,254,237,17,-17,127400,127600,1305,-15505,-18905,OK
39.532,Gamblers,Tick,64,126,-62,62,127400,127600,-57,23957,36357,OK
39.782,TraderOne,Tick,254,237,17,-17,127400,127600,1305,-15505,-18905,OK
39.782,Gamblers,Tick,64,126,-62,62,127400,127600,-57,23957,36357,OK
40.0,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
40.0,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
40.312,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
40.312,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
40.5,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
40.5,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
40.75,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
40.75,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
41.062,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
41.062,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
41.312,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
41.312,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
41.5,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
41.5,Gamblers,Tick,64,126,-62,62,127400,127300,-57,23957,17757,OK
41.75,TraderOne,Tick,254,237,17,-17,127400,127300,1305,-15505,-13805,OK
