Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
5.221621,Gamblers_230215,Tick,12,0,12,-12,140500,140400,-168,-1032,168,BREACH
5.221621,TeamTeam_7340,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.221621,Carolina_4733,Tick,0,10,-10,10,140500,140400,281,-1281,-2281,OK
5.221621,KPW_692137,Tick,61,97,-36,0,140500,140400,-1717,5075517,17517,OK
5.221621,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.221621,TriangularBicycle_524288,Tick,0,20,-20,20,140500,140400,-282,5282,3282,OK
5.221621,Team7_921405,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.460367,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
5.460367,TeamTeam_7340,Tick,0,0,0,0,140300,140400,0,0,0,OK
5.460367,Carolina_4733,Tick,0,10,-10,10,140300,140400,281,-1281,-281,OK
5.460367,KPW_692137,Tick,64,97,-33,0,140300,140400,-1759,4654659,24759,OK
5.460367,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
5.460367,TriangularBicycle_524288,Tick,0,20,-20,20,140300,140400,-282,5282,7282,OK
5.460367,Team7_921405,Tick,0,0,0,0,140300,140400,0,0,0,OK
5.796787,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
5.796787,TeamTeam_7340,Tick,0,0,0,0,140600,140400,0,0,0,OK
5.796787,Carolina_4733,Tick,0,10,-10,10,140600,140400,281,-1281,-3281,OK
5.796787,KPW_692137,Tick,64,107,-43,0,140600,140400,-1478,6060378,14578,OK
5.796787,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
5.796787,TriangularBicycle_524288,Tick,0,20,-20,20,140600,140400,-282,5282,1282,OK
5.796787,Team7_921405,Tick,0,0,0,0,140600,140400,0,0,0,OK
6.019349,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
6.019349,TeamTeam_7340,Tick,0,0,0,0,140600,140400,0,0,0,OK
6.019349,Carolina_4733,Tick,0,10,-10,10,140600,140400,281,-1281,-3281,OK
6.019349,KPW_692137,Tick,64,152,-88,0,140600,140400,-213,12386113,13313,OK
6.019349,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
6.019349,TriangularBicycle_524288,Tick,0,20,-20,20,140600,140400,-282,5282,1282,OK
6.019349,Team7_921405,Tick,0,0,0,0,140600,140400,0,0,0,OK
6.210316,Gamblers_230215,Tick,12,0,12,-12,140900,140400,-168,-1032,2340,BREACH
6.210316,TeamTeam_7340,Tick,0,1,-1,1,140900,140400,-14,214,-67,OK
6.210316,Carolina_4733,Tick,0,10,-10,10,140900,140400,281,-1281,-4091,OK
6.210316,KPW_692137,Tick,84,152,-68,0,140900,140400,-494,9580394,14086,OK
6.210316,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140900,140400,0,0,0,OK
6.210316,TriangularBicycle_524288,Tick,0,40,-40,40,140900,140400,-564,12564,1324,OK
6.210316,Team7_921405,Tick,0,20,-20,20,140900,140400,561,-2561,-8181,OK
6.502882,Gamblers_230215,Tick,12,0,12,-12,140900,140400,-168,-1032,2340,BREACH
6.502882,TeamTeam_7340,Tick,0,1,-1,1,140900,140400,-14,214,-67,OK
6.502882,Carolina_4733,Tick,0,10,-10,10,140900,140400,281,-1281,-4091,OK
6.502882,KPW_692137,Tick,84,152,-68,0,140900,140400,-494,9580394,14086,OK
6.502882,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140900,140400,0,0,0,OK
6.502882,TriangularBicycle_524288,Tick,0,40,-40,40,140900,140400,-564,12564,1324,OK
6.502882,Team7_921405,Tick,0,20,-20,20,140900,140400,561,-2561,-8181,OK
6.700913,Gamblers_230215,Tick,12,0,12,-12,140900,140400,-168,-1032,2340,BREACH
6.700913,TeamTeam_7340,Tick,0,1,-1,1,140900,140400,-14,214,-67,OK
6.700913,Carolina_4733,Tick,0,10,-10,10,140900,140400,281,-1281,-4091,OK
6.700913,KPW_692137,Tick,84,152,-68,0,140900,140400,-494,9580394,14086,OK
6.700913,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140900,140400,0,0,0,OK
6.700913,TriangularBicycle_524288,Tick,0,40,-40,40,140900,140400,-564,12564,1324,OK
6.700913,Team7_921405,Tick,0,20,-20,20,140900,140400,561,-2561,-8181,OK
7.027188,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
7.027188,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
7.027188,Carolina_4733,Tick,0,10,-10,10,140300,140400,281,-1281,-281,OK
7.027188,KPW_692137,Tick,128,152,-24,0,140300,140400,-1111,3407811,40611,OK
7.027188,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
7.027188,TriangularBicycle_524288,Tick,0,40,-40,40,140300,140400,-564,12564,16564,OK
7.027188,Team7_921405,Tick,0,20,-20,20,140300,140400,561,-2561,-561,OK
7.267104,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
7.267104,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
7.267104,Carolina_4733,Tick,0,10,-10,10,140300,140400,281,-1281,-281,OK
7.267104,KPW_692137,Tick,128,152,-24,0,140300,140400,-1111,3407811,40611,OK
7.267104,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
7.267104,TriangularBicycle_524288,Tick,0,40,-40,40,140300,140400,-564,12564,16564,OK
7.267104,Team7_921405,Tick,0,20,-20,20,140300,140400,561,-2561,-561,OK
7.513797,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
7.513797,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
7.513797,Carolina_4733,Tick,0,10,-10,10,140300,140400,281,-1281,-281,OK
7.513797,KPW_692137,Tick,128,152,-24,0,140300,140400,-1111,3407811,40611,OK
7.513797,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
7.513797,TriangularBicycle_524288,Tick,0,40,-40,40,140300,140400,-564,12564,16564,OK
7.513797,Team7_921405,Tick,0,20,-20,20,140300,140400,561,-2561,-561,OK
7.789163,Gamblers_230215,Tick,12,0,12,-12,139800,140400,-168,-1032,-4404,BREACH
7.789163,TeamTeam_7340,Tick,0,1,-1,1,139800,140400,-14,214,495,OK
7.789163,Carolina_4733,Tick,10,10,0,0,139800,140400,141,1859,1859,OK
7.789163,KPW_692137,Tick,194,152,42,0,139800,140400,-2037,-5851063,33935,OK
7.789163,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,139800,140400,0,0,0,OK
7.789163,TriangularBicycle_524288,Tick,20,40,-20,20,139800,140400,-844,17844,23464,OK
7.789163,Team7_921405,Tick,10,20,-10,10,139800,140400,421,579,3389,OK
7.995214,Gamblers_230215,Tick,12,0,12,-12,139800,140400,-168,-1032,-4404,BREACH
7.995214,TeamTeam_7340,Tick,0,1,-1,1,139800,140400,-14,214,495,OK
7.995214,Carolina_4733,Tick,10,10,0,0,139800,140400,141,1859,1859,OK
7.995214,KPW_692137,Tick,194,152,42,0,139800,140400,-2037,-5851063,33935,OK
7.995214,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,139800,140400,0,0,0,OK
7.995214,TriangularBicycle_524288,Tick,20,40,-20,20,139800,140400,-844,17844,23464,OK
7.995214,Team7_921405,Tick,10,20,-10,10,139800,140400,421,579,3389,OK
8.267448,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
8.267448,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
8.267448,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
8.267448,KPW_692137,Tick,194,154,40,0,140600,140400,-2065,-5569835,54165,OK
8.267448,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
8.267448,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
8.267448,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
8.506,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
8.506,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
8.506,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
8.506,KPW_692137,Tick,194,154,40,0,140600,140400,-2065,-5569835,54165,OK
8.506,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
8.506,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
8.506,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
8.757569,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
8.757569,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
8.757569,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
8.757569,KPW_692137,Tick,194,154,40,0,140600,140400,-2065,-5569835,54165,OK
8.757569,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
8.757569,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
8.757569,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
9.036595,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
9.036595,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
9.036595,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
9.036595,KPW_692137,Tick,194,154,40,0,140600,140400,-2065,-5569835,54165,OK
9.036595,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
9.036595,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
9.036595,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
9.299497,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
9.299497,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
9.299497,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
9.299497,KPW_692137,Tick,194,154,40,0,140600,140400,-2065,-5569835,54165,OK
9.299497,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
9.299497,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
9.299497,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
9.475363,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
9.475363,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
9.475363,Carolina_4733,Tick,10,10,0,0,140300,140400,141,1859,1859,OK
9.475363,KPW_692137,Tick,194,154,40,0,140300,140400,-2065,-5569835,42165,OK
9.475363,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
9.475363,TriangularBicycle_524288,Tick,20,40,-20,20,140300,140400,-844,17844,19844,OK
9.475363,Team7_921405,Tick,10,20,-10,10,140300,140400,421,579,1579,OK
9.721869,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
9.721869,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
9.721869,Carolina_4733,Tick,10,10,0,0,140300,140400,141,1859,1859,OK
9.721869,KPW_692137,Tick,194,154,40,0,140300,140400,-2065,-5569835,42165,OK
9.721869,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
9.721869,TriangularBicycle_524288,Tick,20,40,-20,20,140300,140400,-844,17844,19844,OK
9.721869,Team7_921405,Tick,10,20,-10,10,140300,140400,421,579,1579,OK
9.967521,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
9.967521,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
9.967521,Carolina_4733,Tick,10,10,0,0,140300,140400,141,1859,1859,OK
9.967521,KPW_692137,Tick,194,154,40,0,140300,140400,-2065,-5569835,42165,OK
9.967521,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
9.967521,TriangularBicycle_524288,Tick,20,40,-20,20,140300,140400,-844,17844,19844,OK
9.967521,Team7_921405,Tick,10,20,-10,10,140300,140400,421,579,1579,OK
10.227428,Gamblers_230215,Tick,12,0,12,-12,140300,140400,-168,-1032,-2232,BREACH
10.227428,TeamTeam_7340,Tick,0,1,-1,1,140300,140400,-14,214,314,OK
10.227428,Carolina_4733,Tick,10,10,0,0,140300,140400,141,1859,1859,OK
10.227428,KPW_692137,Tick,194,154,40,0,140300,140400,-2065,-5569835,42165,OK
10.227428,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140300,140400,0,0,0,OK
10.227428,TriangularBicycle_524288,Tick,20,40,-20,20,140300,140400,-844,17844,19844,OK
10.227428,Team7_921405,Tick,10,20,-10,10,140300,140400,421,579,1579,OK
10.480846,Gamblers_230215,Tick,12,0,12,-12,140600,140400,-168,-1032,1368,BREACH
10.480846,TeamTeam_7340,Tick,0,1,-1,1,140600,140400,-14,214,14,OK
10.480846,Carolina_4733,Tick,10,10,0,0,140600,140400,141,1859,1859,OK
10.480846,KPW_692137,Tick,194,184,10,0,140600,140400,-2487,-1351413,54587,OK
10.480846,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140400,0,0,0,OK
10.480846,TriangularBicycle_524288,Tick,20,40,-20,20,140600,140400,-844,17844,13844,OK
10.480846,Team7_921405,Tick,10,20,-10,10,140600,140400,421,579,-1421,OK
10.72531,Gamblers_230215,Tick,12,0,12,-12,140600,140500,-168,-1032,168,BREACH
10.72531,TeamTeam_7340,Tick,0,1,-1,1,140600,140500,-14,214,114,OK
10.72531,Carolina_4733,Tick,10,10,0,0,140600,140500,141,1859,1859,OK
10.72531,KPW_692137,Tick,194,184,10,0,140600,140500,-2487,-1351413,54587,OK
10.72531,ChickenYouAreSoBeautiful_9806,Tick,0,0,0,0,140600,140500,0,0,0,OK
